Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Construcción;Horas no trabajadas por permisos remunerados;2007T4;0,1
Construcción;Horas no trabajadas por permisos remunerados;2007T3;0,1
Construcción;Horas no trabajadas por permisos remunerados;2007T2;0,2
Construcción;Horas no trabajadas por permisos remunerados;2007T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2006T4;0,1
Construcción;Horas no trabajadas por permisos remunerados;2006T3;0,2
Construcción;Horas no trabajadas por permisos remunerados;2006T2;0,1
Construcción;Horas no trabajadas por permisos remunerados;2006T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2005T4;0,1
Construcción;Horas no trabajadas por permisos remunerados;2005T3;0,1
Construcción;Horas no trabajadas por permisos remunerados;2005T2;0,1
Construcción;Horas no trabajadas por permisos remunerados;2005T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2004T4;0,2
Construcción;Horas no trabajadas por permisos remunerados;2004T3;0,2
Construcción;Horas no trabajadas por permisos remunerados;2004T2;0,1
Construcción;Horas no trabajadas por permisos remunerados;2004T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2003T4;0,2
Construcción;Horas no trabajadas por permisos remunerados;2003T3;0,2
Construcción;Horas no trabajadas por permisos remunerados;2003T2;0,2
Construcción;Horas no trabajadas por permisos remunerados;2003T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2002T4;0,2
Construcción;Horas no trabajadas por permisos remunerados;2002T3;0,1
Construcción;Horas no trabajadas por permisos remunerados;2002T2;0,1
Construcción;Horas no trabajadas por permisos remunerados;2002T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2001T4;0,2
Construcción;Horas no trabajadas por permisos remunerados;2001T3;0,2
Construcción;Horas no trabajadas por permisos remunerados;2001T2;0,2
Construcción;Horas no trabajadas por permisos remunerados;2001T1;0,1
Construcción;Horas no trabajadas por permisos remunerados;2000T4;0,1
Construcción;Horas no trabajadas por permisos remunerados;2000T3;0,1
Construcción;Horas no trabajadas por permisos remunerados;2000T2;0,2
Construcción;Horas no trabajadas por permisos remunerados;2000T1;0,2
Construcción;Horas no trabajadas por razones técnicas o económicas;2007T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2007T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2007T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2007T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2006T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2006T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2006T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2006T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2005T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2005T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2005T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2005T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2004T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2004T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2004T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2004T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2003T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2003T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2003T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2003T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2002T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2002T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2002T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2002T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2001T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2001T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2001T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2001T1;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2000T4;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2000T3;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2000T2;0
Construcción;Horas no trabajadas por razones técnicas o económicas;2000T1;0
Construcción;Horas no trabajadas por compensación horas extras;2007T4;0
Construcción;Horas no trabajadas por compensación horas extras;2007T3;0
Construcción;Horas no trabajadas por compensación horas extras;2007T2;0
Construcción;Horas no trabajadas por compensación horas extras;2007T1;0
Construcción;Horas no trabajadas por compensación horas extras;2006T4;0
Construcción;Horas no trabajadas por compensación horas extras;2006T3;0
Construcción;Horas no trabajadas por compensación horas extras;2006T2;0
Construcción;Horas no trabajadas por compensación horas extras;2006T1;0
Construcción;Horas no trabajadas por compensación horas extras;2005T4;0
Construcción;Horas no trabajadas por compensación horas extras;2005T3;0
Construcción;Horas no trabajadas por compensación horas extras;2005T2;0
Construcción;Horas no trabajadas por compensación horas extras;2005T1;0
Construcción;Horas no trabajadas por compensación horas extras;2004T4;0
Construcción;Horas no trabajadas por compensación horas extras;2004T3;0
Construcción;Horas no trabajadas por compensación horas extras;2004T2;0
Construcción;Horas no trabajadas por compensación horas extras;2004T1;0
Construcción;Horas no trabajadas por compensación horas extras;2003T4;0
Construcción;Horas no trabajadas por compensación horas extras;2003T3;0
Construcción;Horas no trabajadas por compensación horas extras;2003T2;0
Construcción;Horas no trabajadas por compensación horas extras;2003T1;0
Construcción;Horas no trabajadas por compensación horas extras;2002T4;0
Construcción;Horas no trabajadas por compensación horas extras;2002T3;0
Construcción;Horas no trabajadas por compensación horas extras;2002T2;0
Construcción;Horas no trabajadas por compensación horas extras;2002T1;0
Construcción;Horas no trabajadas por compensación horas extras;2001T4;0
Construcción;Horas no trabajadas por compensación horas extras;2001T3;0
Construcción;Horas no trabajadas por compensación horas extras;2001T2;0
Construcción;Horas no trabajadas por compensación horas extras;2001T1;0
Construcción;Horas no trabajadas por compensación horas extras;2000T4;0
Construcción;Horas no trabajadas por compensación horas extras;2000T3;0
Construcción;Horas no trabajadas por compensación horas extras;2000T2;0
Construcción;Horas no trabajadas por compensación horas extras;2000T1;0
Construcción;Otras horas no trabajadas y remuneradas;2007T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2007T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2007T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2007T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2006T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2006T3;0
Construcción;Otras horas no trabajadas y remuneradas;2006T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2006T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2005T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2005T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2005T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2005T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2004T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2004T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2004T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2004T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2003T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2003T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2003T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2003T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2002T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2002T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2002T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2002T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2001T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2001T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2001T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2001T1;0,1
Construcción;Otras horas no trabajadas y remuneradas;2000T4;0,1
Construcción;Otras horas no trabajadas y remuneradas;2000T3;0,1
Construcción;Otras horas no trabajadas y remuneradas;2000T2;0,1
Construcción;Otras horas no trabajadas y remuneradas;2000T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2007T4;0
Construcción;Horas perdidas en el lugar de trabajo;2007T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2007T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2007T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2006T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2006T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2006T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2006T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2005T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2005T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2005T2;0
Construcción;Horas perdidas en el lugar de trabajo;2005T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2004T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2004T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2004T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2004T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2003T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2003T3;0
Construcción;Horas perdidas en el lugar de trabajo;2003T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2003T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2002T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2002T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2002T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2002T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2001T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2001T3;0
Construcción;Horas perdidas en el lugar de trabajo;2001T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2001T1;0,1
Construcción;Horas perdidas en el lugar de trabajo;2000T4;0,1
Construcción;Horas perdidas en el lugar de trabajo;2000T3;0,1
Construcción;Horas perdidas en el lugar de trabajo;2000T2;0,1
Construcción;Horas perdidas en el lugar de trabajo;2000T1;0,2
Construcción;Horas no trabajadas por conflictividad laboral;2007T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2007T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2007T2;0,3
Construcción;Horas no trabajadas por conflictividad laboral;2007T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2006T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2006T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2006T2;0
Construcción;Horas no trabajadas por conflictividad laboral;2006T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2005T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2005T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2005T2;0
Construcción;Horas no trabajadas por conflictividad laboral;2005T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2004T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2004T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2004T2;0
Construcción;Horas no trabajadas por conflictividad laboral;2004T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2003T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2003T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2003T2;0,1
Construcción;Horas no trabajadas por conflictividad laboral;2003T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2002T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2002T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2002T2;0,3
Construcción;Horas no trabajadas por conflictividad laboral;2002T1;0
Construcción;Horas no trabajadas por conflictividad laboral;2001T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2001T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2001T2;0
Construcción;Horas no trabajadas por conflictividad laboral;2001T1;0,1
Construcción;Horas no trabajadas por conflictividad laboral;2000T4;0
Construcción;Horas no trabajadas por conflictividad laboral;2000T3;0
Construcción;Horas no trabajadas por conflictividad laboral;2000T2;0
Construcción;Horas no trabajadas por conflictividad laboral;2000T1;0,3
Construcción;Horas no trabajadas por otras causas;2007T4;0,1
Construcción;Horas no trabajadas por otras causas;2007T3;0,2
Construcción;Horas no trabajadas por otras causas;2007T2;0,1
Construcción;Horas no trabajadas por otras causas;2007T1;0,1
Construcción;Horas no trabajadas por otras causas;2006T4;0,1
Construcción;Horas no trabajadas por otras causas;2006T3;0,1
Construcción;Horas no trabajadas por otras causas;2006T2;0,1
Construcción;Horas no trabajadas por otras causas;2006T1;0,1
Construcción;Horas no trabajadas por otras causas;2005T4;0,2
Construcción;Horas no trabajadas por otras causas;2005T3;0,1
Construcción;Horas no trabajadas por otras causas;2005T2;0,1
Construcción;Horas no trabajadas por otras causas;2005T1;0,1
Construcción;Horas no trabajadas por otras causas;2004T4;0,1
Construcción;Horas no trabajadas por otras causas;2004T3;0,1
Construcción;Horas no trabajadas por otras causas;2004T2;0,1
Construcción;Horas no trabajadas por otras causas;2004T1;0,1
Construcción;Horas no trabajadas por otras causas;2003T4;0,1
Construcción;Horas no trabajadas por otras causas;2003T3;0,1
Construcción;Horas no trabajadas por otras causas;2003T2;0,1
Construcción;Horas no trabajadas por otras causas;2003T1;0,1
Construcción;Horas no trabajadas por otras causas;2002T4;0,1
Construcción;Horas no trabajadas por otras causas;2002T3;0,2
Construcción;Horas no trabajadas por otras causas;2002T2;0,2
Construcción;Horas no trabajadas por otras causas;2002T1;0,2
Construcción;Horas no trabajadas por otras causas;2001T4;0,1
Construcción;Horas no trabajadas por otras causas;2001T3;0,1
Construcción;Horas no trabajadas por otras causas;2001T2;0,1
Construcción;Horas no trabajadas por otras causas;2001T1;0,1
Construcción;Horas no trabajadas por otras causas;2000T4;0,1
Construcción;Horas no trabajadas por otras causas;2000T3;0,1
Construcción;Horas no trabajadas por otras causas;2000T2;0,1
Construcción;Horas no trabajadas por otras causas;2000T1;0,1
Construcción;Horas extras por trabajador;2007T4;0,5
Construcción;Horas extras por trabajador;2007T3;0,5
Construcción;Horas extras por trabajador;2007T2;0,5
Construcción;Horas extras por trabajador;2007T1;0,5
Construcción;Horas extras por trabajador;2006T4;0,4
Construcción;Horas extras por trabajador;2006T3;0,4
Construcción;Horas extras por trabajador;2006T2;0,4
Construcción;Horas extras por trabajador;2006T1;0,3
Construcción;Horas extras por trabajador;2005T4;0,4
Construcción;Horas extras por trabajador;2005T3;0,4
Construcción;Horas extras por trabajador;2005T2;0,4
Construcción;Horas extras por trabajador;2005T1;0,4
Construcción;Horas extras por trabajador;2004T4;0,4
Construcción;Horas extras por trabajador;2004T3;0,3
Construcción;Horas extras por trabajador;2004T2;0,3
Construcción;Horas extras por trabajador;2004T1;0,4
Construcción;Horas extras por trabajador;2003T4;0,4
Construcción;Horas extras por trabajador;2003T3;0,5
Construcción;Horas extras por trabajador;2003T2;0,4
Construcción;Horas extras por trabajador;2003T1;0,4
Construcción;Horas extras por trabajador;2002T4;0,5
Construcción;Horas extras por trabajador;2002T3;0,5
Construcción;Horas extras por trabajador;2002T2;0,4
Construcción;Horas extras por trabajador;2002T1;0,4
Construcción;Horas extras por trabajador;2001T4;0,4
Construcción;Horas extras por trabajador;2001T3;0,4
Construcción;Horas extras por trabajador;2001T2;0,4
Construcción;Horas extras por trabajador;2001T1;0,4
Construcción;Horas extras por trabajador;2000T4;0,4
Construcción;Horas extras por trabajador;2000T3;0,4
Construcción;Horas extras por trabajador;2000T2;0,4
Construcción;Horas extras por trabajador;2000T1;0,3
Servicios;Horas pactadas;2007T4;152
Servicios;Horas pactadas;2007T3;153,9
Servicios;Horas pactadas;2007T2;151,9
Servicios;Horas pactadas;2007T1;151,7
Servicios;Horas pactadas;2006T4;152
Servicios;Horas pactadas;2006T3;154
Servicios;Horas pactadas;2006T2;152,5
Servicios;Horas pactadas;2006T1;152,2
Servicios;Horas pactadas;2005T4;152,2
Servicios;Horas pactadas;2005T3;154,1
Servicios;Horas pactadas;2005T2;152,4
Servicios;Horas pactadas;2005T1;151,8
Servicios;Horas pactadas;2004T4;152,8
Servicios;Horas pactadas;2004T3;154,7
Servicios;Horas pactadas;2004T2;152,5
Servicios;Horas pactadas;2004T1;152,3
Servicios;Horas pactadas;2003T4;153,5
Servicios;Horas pactadas;2003T3;155,5
Servicios;Horas pactadas;2003T2;153,6
Servicios;Horas pactadas;2003T1;153,7
Servicios;Horas pactadas;2002T4;154,6
Servicios;Horas pactadas;2002T3;155,8
Servicios;Horas pactadas;2002T2;154,6
Servicios;Horas pactadas;2002T1;154,8
Servicios;Horas pactadas;2001T4;154,8
Servicios;Horas pactadas;2001T3;155,7
Servicios;Horas pactadas;2001T2;154,4
Servicios;Horas pactadas;2001T1;154,4
Servicios;Horas pactadas;2000T4;154,8
Servicios;Horas pactadas;2000T3;155,8
Servicios;Horas pactadas;2000T2;154,5
Servicios;Horas pactadas;2000T1;153,9
Servicios;Horas pagadas;2007T4;152,6
Servicios;Horas pagadas;2007T3;154,5
Servicios;Horas pagadas;2007T2;152,4
Servicios;Horas pagadas;2007T1;152,3
Servicios;Horas pagadas;2006T4;152,7
Servicios;Horas pagadas;2006T3;154,7
Servicios;Horas pagadas;2006T2;153
Servicios;Horas pagadas;2006T1;152,7
Servicios;Horas pagadas;2005T4;152,8
Servicios;Horas pagadas;2005T3;154,6
Servicios;Horas pagadas;2005T2;153
Servicios;Horas pagadas;2005T1;152,4
Servicios;Horas pagadas;2004T4;153,4
Servicios;Horas pagadas;2004T3;155,2
Servicios;Horas pagadas;2004T2;153
Servicios;Horas pagadas;2004T1;152,8
Servicios;Horas pagadas;2003T4;154
Servicios;Horas pagadas;2003T3;156,1
Servicios;Horas pagadas;2003T2;154,1
Servicios;Horas pagadas;2003T1;154,2
Servicios;Horas pagadas;2002T4;155,1
Servicios;Horas pagadas;2002T3;156,3
Servicios;Horas pagadas;2002T2;155
Servicios;Horas pagadas;2002T1;155,3
Servicios;Horas pagadas;2001T4;155,3
Servicios;Horas pagadas;2001T3;156,2
Servicios;Horas pagadas;2001T2;154,8
Servicios;Horas pagadas;2001T1;154,8
Servicios;Horas pagadas;2000T4;155,3
Servicios;Horas pagadas;2000T3;156,3
Servicios;Horas pagadas;2000T2;154,9
Servicios;Horas pagadas;2000T1;154,3
Servicios;Horas efectivas;2007T4;129,9
Servicios;Horas efectivas;2007T3;123,3
Servicios;Horas efectivas;2007T2;133,8
Servicios;Horas efectivas;2007T1;138
Servicios;Horas efectivas;2006T4;130,1
Servicios;Horas efectivas;2006T3;124,6
Servicios;Horas efectivas;2006T2;134,4
Servicios;Horas efectivas;2006T1;138,7
Servicios;Horas efectivas;2005T4;132
Servicios;Horas efectivas;2005T3;125,4
Servicios;Horas efectivas;2005T2;139
Servicios;Horas efectivas;2005T1;134,5
Servicios;Horas efectivas;2004T4;132,4
Servicios;Horas efectivas;2004T3;126,3
Servicios;Horas efectivas;2004T2;136,6
Servicios;Horas efectivas;2004T1;138,9
Servicios;Horas efectivas;2003T4;136,5
Servicios;Horas efectivas;2003T3;127
Servicios;Horas efectivas;2003T2;136,4
Servicios;Horas efectivas;2003T1;140,2
Servicios;Horas efectivas;2002T4;136,2
Servicios;Horas efectivas;2002T3;126,5
Servicios;Horas efectivas;2002T2;141,5
Servicios;Horas efectivas;2002T1;138,6
Servicios;Horas efectivas;2001T4;135,7
Servicios;Horas efectivas;2001T3;125,9
Servicios;Horas efectivas;2001T2;138,3
Servicios;Horas efectivas;2001T1;143,6
Servicios;Horas efectivas;2000T4;136,5
Servicios;Horas efectivas;2000T3;126,8
Servicios;Horas efectivas;2000T2;138,7
Servicios;Horas efectivas;2000T1;143,4
Servicios;Horas no trabajadas;2007T4;22,8
Servicios;Horas no trabajadas;2007T3;31,3
Servicios;Horas no trabajadas;2007T2;18,7
Servicios;Horas no trabajadas;2007T1;14,4
Servicios;Horas no trabajadas;2006T4;22,7
Servicios;Horas no trabajadas;2006T3;30,2
Servicios;Horas no trabajadas;2006T2;18,7
Servicios;Horas no trabajadas;2006T1;14,2
Servicios;Horas no trabajadas;2005T4;20,9
Servicios;Horas no trabajadas;2005T3;29,4
Servicios;Horas no trabajadas;2005T2;14,1
Servicios;Horas no trabajadas;2005T1;18,1
Servicios;Horas no trabajadas;2004T4;21,2
Servicios;Horas no trabajadas;2004T3;29
Servicios;Horas no trabajadas;2004T2;16,5
Servicios;Horas no trabajadas;2004T1;14
Servicios;Horas no trabajadas;2003T4;17,7
Servicios;Horas no trabajadas;2003T3;29,2
Servicios;Horas no trabajadas;2003T2;17,9
Servicios;Horas no trabajadas;2003T1;14,1
Servicios;Horas no trabajadas;2002T4;19,1
Servicios;Horas no trabajadas;2002T3;30
Servicios;Horas no trabajadas;2002T2;13,7
Servicios;Horas no trabajadas;2002T1;16,8
Servicios;Horas no trabajadas;2001T4;19,7
Servicios;Horas no trabajadas;2001T3;30,4
Servicios;Horas no trabajadas;2001T2;16,7
Servicios;Horas no trabajadas;2001T1;11,3
Servicios;Horas no trabajadas;2000T4;18,9
Servicios;Horas no trabajadas;2000T3;29,6
Servicios;Horas no trabajadas;2000T2;16,3
Servicios;Horas no trabajadas;2000T1;11
Servicios;Horas no trabajadas y pagadas;2007T4;22,7
Servicios;Horas no trabajadas y pagadas;2007T3;31,2
Servicios;Horas no trabajadas y pagadas;2007T2;18,6
Servicios;Horas no trabajadas y pagadas;2007T1;14,3
Servicios;Horas no trabajadas y pagadas;2006T4;22,6
Servicios;Horas no trabajadas y pagadas;2006T3;30,1
Servicios;Horas no trabajadas y pagadas;2006T2;18,6
Servicios;Horas no trabajadas y pagadas;2006T1;14,1
Servicios;Horas no trabajadas y pagadas;2005T4;20,9
Servicios;Horas no trabajadas y pagadas;2005T3;29,3
Servicios;Horas no trabajadas y pagadas;2005T2;14
Servicios;Horas no trabajadas y pagadas;2005T1;18
Servicios;Horas no trabajadas y pagadas;2004T4;21,1
Servicios;Horas no trabajadas y pagadas;2004T3;28,9
Servicios;Horas no trabajadas y pagadas;2004T2;16,5
Servicios;Horas no trabajadas y pagadas;2004T1;13,9
Servicios;Horas no trabajadas y pagadas;2003T4;17,6
Servicios;Horas no trabajadas y pagadas;2003T3;29,1
Servicios;Horas no trabajadas y pagadas;2003T2;17,8
Servicios;Horas no trabajadas y pagadas;2003T1;14,1
Servicios;Horas no trabajadas y pagadas;2002T4;19
Servicios;Horas no trabajadas y pagadas;2002T3;29,9
Servicios;Horas no trabajadas y pagadas;2002T2;13,5
Servicios;Horas no trabajadas y pagadas;2002T1;16,8
Servicios;Horas no trabajadas y pagadas;2001T4;19,6
Servicios;Horas no trabajadas y pagadas;2001T3;30,3
Servicios;Horas no trabajadas y pagadas;2001T2;16,6
Servicios;Horas no trabajadas y pagadas;2001T1;11,2
Servicios;Horas no trabajadas y pagadas;2000T4;18,9
Servicios;Horas no trabajadas y pagadas;2000T3;29,6
Servicios;Horas no trabajadas y pagadas;2000T2;16,2
Servicios;Horas no trabajadas y pagadas;2000T1;10,9
Servicios;Horas no trabajadas y no pagadas;2007T4;0,1
Servicios;Horas no trabajadas y no pagadas;2007T3;0,1
Servicios;Horas no trabajadas y no pagadas;2007T2;0,1
Servicios;Horas no trabajadas y no pagadas;2007T1;0,1
Servicios;Horas no trabajadas y no pagadas;2006T4;0,1
Servicios;Horas no trabajadas y no pagadas;2006T3;0,1
Servicios;Horas no trabajadas y no pagadas;2006T2;0,1
Servicios;Horas no trabajadas y no pagadas;2006T1;0,1
Servicios;Horas no trabajadas y no pagadas;2005T4;0,1
Servicios;Horas no trabajadas y no pagadas;2005T3;0,2
Servicios;Horas no trabajadas y no pagadas;2005T2;0,1
Servicios;Horas no trabajadas y no pagadas;2005T1;0,1
Servicios;Horas no trabajadas y no pagadas;2004T4;0,1
Servicios;Horas no trabajadas y no pagadas;2004T3;0,1
Servicios;Horas no trabajadas y no pagadas;2004T2;0,1
Servicios;Horas no trabajadas y no pagadas;2004T1;0,1
Servicios;Horas no trabajadas y no pagadas;2003T4;0,1
Servicios;Horas no trabajadas y no pagadas;2003T3;0,1
Servicios;Horas no trabajadas y no pagadas;2003T2;0,1
Servicios;Horas no trabajadas y no pagadas;2003T1;0,1
Servicios;Horas no trabajadas y no pagadas;2002T4;0,1
Servicios;Horas no trabajadas y no pagadas;2002T3;0,1
Servicios;Horas no trabajadas y no pagadas;2002T2;0,3
Servicios;Horas no trabajadas y no pagadas;2002T1;0,1
Servicios;Horas no trabajadas y no pagadas;2001T4;0,1
Servicios;Horas no trabajadas y no pagadas;2001T3;0,1
Servicios;Horas no trabajadas y no pagadas;2001T2;0,1
Servicios;Horas no trabajadas y no pagadas;2001T1;0,1
Servicios;Horas no trabajadas y no pagadas;2000T4;0,1
Servicios;Horas no trabajadas y no pagadas;2000T3;0,1
Servicios;Horas no trabajadas y no pagadas;2000T2;0,1
Servicios;Horas no trabajadas y no pagadas;2000T1;0,1
Servicios;Horas no trabajadas por vacaciones;2007T4;4,8
Servicios;Horas no trabajadas por vacaciones;2007T3;21,4
Servicios;Horas no trabajadas por vacaciones;2007T2;3
Servicios;Horas no trabajadas por vacaciones;2007T1;2,1
Servicios;Horas no trabajadas por vacaciones;2006T4;4,3
Servicios;Horas no trabajadas por vacaciones;2006T3;20
Servicios;Horas no trabajadas por vacaciones;2006T2;2,9
Servicios;Horas no trabajadas por vacaciones;2006T1;2,1
Servicios;Horas no trabajadas por vacaciones;2005T4;4,3
Servicios;Horas no trabajadas por vacaciones;2005T3;19,4
Servicios;Horas no trabajadas por vacaciones;2005T2;2,7
Servicios;Horas no trabajadas por vacaciones;2005T1;2,6
Servicios;Horas no trabajadas por vacaciones;2004T4;4,4
Servicios;Horas no trabajadas por vacaciones;2004T3;20,8
Servicios;Horas no trabajadas por vacaciones;2004T2;3
Servicios;Horas no trabajadas por vacaciones;2004T1;2,2
Servicios;Horas no trabajadas por vacaciones;2003T4;4,5
Servicios;Horas no trabajadas por vacaciones;2003T3;20,1
Servicios;Horas no trabajadas por vacaciones;2003T2;3
Servicios;Horas no trabajadas por vacaciones;2003T1;2,2
Servicios;Horas no trabajadas por vacaciones;2002T4;4,3
Servicios;Horas no trabajadas por vacaciones;2002T3;21,3
Servicios;Horas no trabajadas por vacaciones;2002T2;2,5
Servicios;Horas no trabajadas por vacaciones;2002T1;2,5
Servicios;Horas no trabajadas por vacaciones;2001T4;3,7
Servicios;Horas no trabajadas por vacaciones;2001T3;22,1
Servicios;Horas no trabajadas por vacaciones;2001T2;3,1
Servicios;Horas no trabajadas por vacaciones;2001T1;2,2
Servicios;Horas no trabajadas por vacaciones;2000T4;4
Servicios;Horas no trabajadas por vacaciones;2000T3;21,4
Servicios;Horas no trabajadas por vacaciones;2000T2;3
Servicios;Horas no trabajadas por vacaciones;2000T1;2,2
Servicios;Horas no trabajadas por fiestas;2007T4;10,9
Servicios;Horas no trabajadas por fiestas;2007T3;3,3
Servicios;Horas no trabajadas por fiestas;2007T2;8,6
Servicios;Horas no trabajadas por fiestas;2007T1;4,8
Servicios;Horas no trabajadas por fiestas;2006T4;11,5
Servicios;Horas no trabajadas por fiestas;2006T3;3,8
Servicios;Horas no trabajadas por fiestas;2006T2;8,7
Servicios;Horas no trabajadas por fiestas;2006T1;4,6
Servicios;Horas no trabajadas por fiestas;2005T4;10,2
Servicios;Horas no trabajadas por fiestas;2005T3;3,9
Servicios;Horas no trabajadas por fiestas;2005T2;4,5
Servicios;Horas no trabajadas por fiestas;2005T1;8,5
Servicios;Horas no trabajadas por fiestas;2004T4;10,2
Servicios;Horas no trabajadas por fiestas;2004T3;2,2
Servicios;Horas no trabajadas por fiestas;2004T2;6,9
Servicios;Horas no trabajadas por fiestas;2004T1;5,4
